Age,Overall,Potential,Special,International_Reputation,Weak_Foot,Skill_Moves,Weight,DIV,HAN,KIC,REF,POS,Best_Overall_Rating,PAC,Preferred_Foot_Right
19,58,74,842,1.0,3.0,1.0,83.01,59.0,54.0,50.0,59.0,63.0,57.0,25.0,1
18,50,63,835,1.0,3.0,1.0,74.84,48.0,52.0,48.0,45.0,51.0,49.0,25.0,1
19,50,64,830,1.0,3.0,1.0,81.19,57.0,51.0,46.0,45.0,51.0,49.0,17.0,0
20,58,68,824,1.0,3.0,1.0,79.83,59.0,58.0,56.0,50.0,59.0,57.0,19.0,0
18,55,68,817,1.0,3.0,1.0,83.01,57.0,54.0,51.0,49.0,58.0,54.0,25.5,1
19,55,70,815,1.0,2.0,1.0,74.84,51.0,55.0,48.0,56.0,56.0,54.0,20.0,1
21,56,66,814,1.0,2.0,1.0,79.83,56.0,55.0,51.0,51.0,60.0,55.0,26.5,1
17,49,69,814,1.0,2.0,1.0,83.01,49.0,51.0,44.0,45.0,50.0,48.0,21.0,1
21,56,65,813,1.0,2.0,1.0,74.84,62.0,51.0,61.0,54.0,62.0,55.0,19.5,1
17,56,73,809,1.0,2.0,1.0,73.94,61.0,57.0,55.0,52.0,57.0,55.0,18.5,1
17,56,76,795,1.0,2.0,1.0,76.2,57.0,57.0,56.0,53.0,60.0,55.0,24.5,1
20,56,63,793,1.0,2.0,1.0,84.82,56.0,57.0,52.0,59.0,54.0,55.0,21.5,1
19,56,67,793,1.0,3.0,1.0,84.82,64.0,53.0,59.0,55.0,56.0,55.0,21.5,1
20,51,65,793,1.0,2.0,1.0,77.11,53.0,53.0,49.0,45.0,50.0,50.0,22.0,1
25,88,91,1534,2.0,3.0,1.0,86.18,86.0,82.0,93.0,86.0,88.0,88.0,63.5,0
33,89,89,1513,5.0,4.0,1.0,92.08,87.0,87.0,91.0,86.0,87.0,89.0,57.0,1
25,81,84,1484,1.0,5.0,1.0,77.11,81.0,77.0,87.0,77.0,85.0,81.0,48.5,0
36,77,77,1471,3.0,3.0,1.0,79.83,77.0,76.0,84.0,75.0,77.0,77.0,56.0,1
28,88,88,1462,4.0,3.0,1.0,82.1,90.0,81.0,78.0,84.0,91.0,88.0,57.5,1
27,90,93,1442,3.0,4.0,1.0,84.82,88.0,85.0,88.0,88.0,90.0,90.0,44.0,1
26,91,93,1412,3.0,3.0,1.0,87.09,87.0,92.0,78.0,90.0,89.0,91.0,51.5,1
31,82,82,1405,3.0,2.0,1.0,83.01,86.0,75.0,76.0,76.0,85.0,80.0,54.5,0
27,77,80,1400,1.0,3.0,1.0,89.81,80.0,76.0,84.0,77.0,80.0,77.0,64.0,1
28,84,86,1393,2.0,2.0,1.0,81.19,85.0,80.0,77.0,82.0,87.0,84.0,63.5,0
26,90,91,1389,3.0,3.0,1.0,91.17,86.0,88.0,85.0,91.0,89.0,90.0,51.5,1
30,81,81,1385,1.0,4.0,1.0,76.2,82.0,82.0,72.0,77.0,84.0,81.0,65.0,1
26,75,78,1381,1.0,3.0,1.0,89.81,75.0,75.0,76.0,74.0,76.0,75.0,58.0,1
32,87,87,1380,3.0,3.0,1.0,79.83,90.0,81.0,75.0,82.0,90.0,87.0,53.5,1
26,82,86,1380,2.0,3.0,1.0,93.89,85.0,79.0,80.0,78.0,84.0,82.0,55.0,1
32,80,80,1373,2.0,3.0,1.0,79.83,81.0,80.0,77.0,78.0,82.0,80.0,51.5,1
31,83,83,1373,3.0,2.0,1.0,83.91,84.0,80.0,77.0,81.0,83.0,83.0,55.0,0
27,85,87,1370,3.0,3.0,1.0,82.1,85.0,83.0,79.0,84.0,86.0,85.0,55.5,1
27,80,82,1367,1.0,4.0,1.0,82.1,81.0,75.0,82.0,78.0,83.0,80.0,52.5,1
32,83,83,1366,2.0,3.0,1.0,88.9,82.0,77.0,81.0,79.0,88.0,83.0,56.0,1
24,83,88,1364,1.0,3.0,1.0,77.11,82.0,83.0,79.0,82.0,84.0,83.0,48.5,0
30,82,83,1361,2.0,3.0,1.0,87.09,84.0,82.0,77.0,80.0,82.0,82.0,56.5,1
32,87,87,1361,4.0,1.0,1.0,82.1,89.0,82.0,68.0,84.0,90.0,87.0,63.5,0
30,86,86,1355,3.0,4.0,1.0,78.93,81.0,85.0,82.0,85.0,87.0,86.0,51.0,1
28,77,79,1341,1.0,3.0,1.0,73.03,76.0,75.0,75.0,74.0,83.0,77.0,58.0,1
29,84,85,1339,2.0,2.0,1.0,83.91,85.0,80.0,79.0,80.0,81.0,84.0,54.0,1
32,78,78,1335,1.0,3.0,1.0,82.1,80.0,75.0,68.0,76.0,79.0,78.0,56.5,1
26,75,79,1334,2.0,4.0,1.0,94.8,76.0,70.0,68.0,77.0,77.0,75.0,56.5,1
28,80,82,1332,1.0,2.0,1.0,78.02,81.0,77.0,70.0,77.0,83.0,80.0,55.5,1
20,85,92,1330,3.0,3.0,1.0,89.81,89.0,81.0,76.0,83.0,89.0,85.0,50.0,1
30,82,82,1329,3.0,3.0,1.0,83.01,82.0,81.0,78.0,81.0,81.0,82.0,53.0,1
24,83,87,1322,2.0,4.0,1.0,88.0,83.0,82.0,85.0,81.0,82.0,83.0,33.5,1
32,81,81,1322,2.0,2.0,1.0,92.08,78.0,81.0,79.0,80.0,81.0,81.0,55.0,0
32,74,74,1321,2.0,2.0,1.0,86.18,74.0,72.0,72.0,72.0,75.0,74.0,46.5,1
24,77,82,1320,1.0,3.0,1.0,86.18,77.0,73.0,73.0,74.0,84.0,77.0,53.0,1
27,88,89,1319,4.0,3.0,1.0,96.16,83.0,88.0,74.0,84.0,87.0,88.0,47.0,0
29,87,88,1317,3.0,3.0,1.0,89.81,86.0,82.0,73.0,87.0,88.0,87.0,49.0,1
31,74,74,1313,1.0,4.0,1.0,79.83,73.0,75.0,71.0,71.0,74.0,74.0,56.5,1
32,80,80,1313,3.0,3.0,1.0,86.18,78.0,76.0,81.0,79.0,83.0,80.0,45.5,1
34,70,70,1310,1.0,2.0,1.0,89.81,70.0,67.0,76.0,70.0,67.0,70.0,42.0,1
43,77,77,1310,2.0,2.0,1.0,92.08,72.0,80.0,76.0,82.0,74.0,77.0,42.0,1
27,82,84,1308,1.0,2.0,1.0,81.19,81.0,79.0,71.0,83.0,84.0,82.0,45.0,0
36,80,80,1305,3.0,3.0,1.0,92.08,78.0,80.0,81.0,82.0,79.0,80.0,49.0,1
33,78,78,1304,2.0,3.0,1.0,92.08,78.0,77.0,74.0,78.0,79.0,78.0,55.5,1
27,81,85,1303,3.0,3.0,1.0,83.91,83.0,77.0,77.0,75.0,86.0,81.0,51.0,1
41,83,83,1296,4.0,2.0,1.0,92.08,78.0,77.0,74.0,91.0,80.0,83.0,33.5,1
28,85,86,1294,3.0,2.0,1.0,84.82,86.0,82.0,74.0,84.0,88.0,85.0,47.0,1
35,74,74,1293,2.0,3.0,1.0,83.91,74.0,72.0,70.0,73.0,75.0,74.0,53.5,1
34,88,88,1292,3.0,2.0,1.0,92.08,88.0,85.0,69.0,89.0,89.0,88.0,53.0,1
33,75,75,1288,2.0,2.0,1.0,96.16,78.0,67.0,73.0,73.0,79.0,75.0,46.5,1
36,75,75,1288,2.0,2.0,1.0,73.94,74.0,71.0,73.0,76.0,75.0,75.0,47.0,1
34,83,83,1287,3.0,3.0,1.0,82.1,81.0,81.0,78.0,81.0,84.0,83.0,48.0,1
30,81,81,1287,1.0,3.0,1.0,84.82,82.0,76.0,76.0,81.0,85.0,81.0,36.5,1
35,77,77,1281,1.0,2.0,1.0,76.2,74.0,76.0,78.0,73.0,79.0,77.0,51.0,0
26,82,84,1279,1.0,3.0,1.0,84.82,83.0,81.0,72.0,81.0,84.0,82.0,41.5,1
36,80,80,1279,2.0,3.0,1.0,89.81,80.0,79.0,73.0,80.0,81.0,80.0,49.0,0
26,82,84,1277,2.0,3.0,1.0,77.11,82.0,82.0,71.0,79.0,87.0,82.0,56.5,1
36,71,71,1277,1.0,4.0,1.0,83.01,71.0,70.0,72.0,68.0,71.0,71.0,41.0,1
32,82,82,1277,3.0,3.0,1.0,92.99,80.0,81.0,74.0,82.0,81.0,82.0,47.5,1
31,79,79,1273,1.0,3.0,1.0,88.9,81.0,78.0,84.0,78.0,75.0,79.0,43.5,1
39,83,87,1272,3.0,3.0,1.0,88.9,82.0,87.0,85.0,93.0,75.0,83.0,45.5,1
34,78,78,1264,3.0,2.0,1.0,83.91,76.0,75.0,75.0,77.0,77.0,78.0,52.5,1
27,76,76,1263,2.0,2.0,1.0,87.09,76.0,74.0,68.0,76.0,78.0,76.0,43.0,1
30,73,74,1262,1.0,3.0,1.0,88.9,71.0,73.0,67.0,74.0,73.0,73.0,45.0,1
32,84,84,1260,3.0,2.0,1.0,79.83,84.0,80.0,76.0,84.0,82.0,84.0,50.5,1
26,80,83,1259,1.0,2.0,1.0,91.17,79.0,79.0,74.0,80.0,82.0,80.0,48.0,1
21,75,83,1256,1.0,2.0,1.0,77.11,76.0,73.0,69.0,73.0,77.0,75.0,48.5,1
29,77,77,1256,1.0,2.0,1.0,78.93,77.0,75.0,64.0,75.0,81.0,77.0,57.0,1
34,81,81,1256,2.0,2.0,1.0,83.01,80.0,82.0,70.0,81.0,82.0,81.0,48.5,1
27,80,81,1253,1.0,3.0,1.0,76.2,78.0,80.0,75.0,80.0,81.0,80.0,48.5,1
23,74,79,1252,1.0,3.0,1.0,77.11,76.0,72.0,70.0,72.0,78.0,74.0,48.5,1
32,76,76,1252,2.0,2.0,1.0,79.83,79.0,72.0,68.0,72.0,80.0,76.0,45.0,1
23,72,82,1250,2.0,2.0,1.0,77.11,72.0,68.0,60.0,70.0,80.0,72.0,50.0,1
29,82,83,1248,2.0,1.0,1.0,82.1,82.0,80.0,70.0,79.0,84.0,82.0,49.0,1
29,74,75,1247,1.0,3.0,1.0,91.17,74.0,71.0,70.0,77.0,73.0,74.0,44.0,0
33,79,79,1247,2.0,3.0,1.0,89.81,79.0,77.0,75.0,78.0,81.0,79.0,44.5,1
25,70,72,1246,2.0,3.0,1.0,83.91,69.0,67.0,69.0,66.0,77.0,70.0,46.5,1
32,75,75,1245,3.0,3.0,1.0,91.17,72.0,75.0,65.0,74.0,77.0,75.0,58.0,1
25,76,78,1244,1.0,3.0,1.0,79.83,77.0,77.0,70.0,75.0,75.0,76.0,42.0,1
35,73,73,1244,1.0,2.0,1.0,78.93,71.0,72.0,71.0,74.0,73.0,73.0,45.0,1
28,83,83,1240,2.0,4.0,1.0,86.18,82.0,77.0,79.0,83.0,85.0,83.0,48.5,1
35,73,73,1239,1.0,3.0,1.0,76.2,73.0,75.0,68.0,73.0,71.0,73.0,54.5,1
24,77,83,1239,1.0,3.0,1.0,83.01,80.0,70.0,78.0,77.0,80.0,77.0,43.0,1
38,75,75,1239,2.0,1.0,1.0,94.8,78.0,70.0,58.0,75.0,79.0,75.0,45.5,1
20,79,87,1239,2.0,3.0,1.0,82.1,80.0,77.0,71.0,76.0,83.0,79.0,46.5,1
27,80,81,1238,1.0,2.0,1.0,93.89,76.0,79.0,78.0,81.0,81.0,80.0,37.0,0
22,69,77,1237,1.0,2.0,1.0,73.03,72.0,65.0,72.0,64.0,73.0,69.0,52.5,0
26,75,79,1236,1.0,3.0,1.0,84.82,79.0,74.0,70.0,73.0,77.0,75.0,41.5,1
37,68,68,1235,2.0,2.0,1.0,92.99,69.0,58.0,66.0,67.0,73.0,68.0,41.0,1
37,75,75,1235,2.0,3.0,1.0,83.01,74.0,72.0,71.0,76.0,74.0,75.0,44.5,1
31,76,76,1232,2.0,2.0,1.0,73.94,77.0,74.0,68.0,73.0,78.0,76.0,39.0,0
29,73,74,1230,1.0,3.0,1.0,84.82,74.0,67.0,61.0,75.0,75.0,73.0,52.0,1
28,77,77,1230,1.0,3.0,1.0,79.83,79.0,75.0,65.0,77.0,79.0,77.0,59.5,1
25,77,79,1229,2.0,3.0,1.0,89.81,77.0,74.0,77.0,74.0,80.0,77.0,47.0,1
34,73,73,1229,1.0,2.0,1.0,83.91,74.0,69.0,66.0,73.0,77.0,73.0,37.0,1
34,71,71,1227,1.0,3.0,1.0,81.19,68.0,68.0,67.0,74.0,72.0,71.0,56.5,1
24,83,88,1224,1.0,2.0,1.0,78.02,86.0,79.0,75.0,81.0,88.0,83.0,43.5,1
33,76,76,1222,2.0,3.0,1.0,81.19,76.0,75.0,71.0,76.0,77.0,76.0,39.0,1
35,79,79,1222,2.0,2.0,1.0,83.01,83.0,73.0,81.0,80.0,79.0,79.0,40.0,1
30,74,74,1222,2.0,5.0,1.0,78.02,75.0,72.0,74.0,71.0,75.0,74.0,39.0,1
23,76,83,1222,1.0,3.0,1.0,69.85,79.0,75.0,73.0,76.0,74.0,76.0,53.0,1
31,71,71,1219,1.0,2.0,1.0,82.1,71.0,68.0,71.0,68.0,72.0,71.0,50.5,1
21,75,82,1218,1.0,2.0,1.0,73.94,76.0,72.0,70.0,74.0,78.0,75.0,44.0,1
26,75,77,1217,1.0,3.0,1.0,82.1,75.0,76.0,72.0,71.0,75.0,75.0,47.0,1
37,79,79,1217,3.0,3.0,1.0,88.9,74.0,81.0,73.0,81.0,74.0,79.0,43.0,1
34,75,75,1216,1.0,2.0,1.0,78.93,76.0,72.0,76.0,74.0,75.0,75.0,42.5,1
35,78,78,1216,2.0,2.0,1.0,78.93,79.0,78.0,65.0,79.0,77.0,78.0,43.5,1
32,75,75,1216,3.0,2.0,1.0,83.01,75.0,74.0,72.0,74.0,75.0,75.0,47.5,1
28,77,78,1214,1.0,2.0,1.0,78.02,75.0,77.0,75.0,75.0,76.0,77.0,35.5,0
22,79,85,1213,1.0,2.0,1.0,88.9,79.0,76.0,68.0,83.0,81.0,79.0,47.0,1
25,79,82,1213,1.0,3.0,1.0,92.99,81.0,77.0,74.0,80.0,82.0,79.0,44.0,1
32,74,74,1212,2.0,2.0,1.0,74.84,75.0,62.0,75.0,73.0,81.0,74.0,43.5,1
22,78,87,1212,1.0,3.0,1.0,83.01,79.0,74.0,70.0,77.0,82.0,78.0,44.5,0
31,74,74,1208,1.0,3.0,1.0,97.07,73.0,72.0,64.0,71.0,78.0,74.0,40.0,1
25,81,87,1208,1.0,3.0,1.0,78.02,84.0,78.0,69.0,76.0,88.0,81.0,39.0,1
21,63,72,1208,1.0,2.0,1.0,81.19,66.0,62.0,59.0,64.0,63.0,63.0,53.0,1
25,73,78,1207,1.0,2.0,1.0,91.17,74.0,67.0,66.0,72.0,79.0,73.0,41.5,1
29,72,73,1206,1.0,2.0,1.0,88.0,72.0,69.0,66.0,72.0,72.0,72.0,59.0,1
32,81,81,1206,2.0,3.0,1.0,82.1,81.0,82.0,72.0,80.0,83.0,81.0,41.0,1
29,78,78,1205,1.0,2.0,1.0,86.18,78.0,77.0,76.0,78.0,78.0,78.0,35.5,1
37,75,75,1204,2.0,3.0,1.0,89.81,73.0,76.0,77.0,81.0,73.0,75.0,42.5,1
24,69,75,1203,1.0,3.0,1.0,81.19,68.0,67.0,68.0,65.0,69.0,69.0,43.5,1
32,75,75,1199,1.0,3.0,1.0,78.02,77.0,72.0,67.0,73.0,76.0,75.0,42.5,1
25,78,83,1198,1.0,3.0,1.0,91.17,77.0,74.0,75.0,78.0,83.0,78.0,30.5,1
38,87,90,1196,4.0,1.0,1.0,89.81,83.0,88.0,62.0,92.0,83.0,87.0,59.5,1
30,79,79,1195,2.0,3.0,1.0,79.83,82.0,72.0,77.0,77.0,84.0,79.0,34.0,1
31,79,79,1194,2.0,3.0,1.0,88.0,80.0,76.0,78.0,79.0,80.0,79.0,49.0,1
31,78,78,1193,2.0,3.0,1.0,88.9,79.0,77.0,63.0,79.0,80.0,78.0,43.5,1
29,71,71,1192,2.0,2.0,1.0,82.1,73.0,64.0,68.0,67.0,73.0,71.0,39.5,1
30,74,74,1192,1.0,2.0,1.0,78.93,75.0,69.0,65.0,74.0,78.0,74.0,46.5,1
40,73,73,1190,1.0,3.0,1.0,79.83,67.0,74.0,65.0,82.0,71.0,73.0,46.5,1
28,76,76,1190,1.0,2.0,1.0,74.84,76.0,75.0,67.0,75.0,79.0,76.0,47.5,0
35,74,74,1189,3.0,3.0,1.0,88.9,71.0,79.0,61.0,77.0,71.0,74.0,39.0,1
29,78,79,1187,1.0,2.0,1.0,89.81,81.0,75.0,73.0,75.0,82.0,78.0,53.0,1
31,74,74,1186,1.0,2.0,1.0,78.02,75.0,69.0,79.0,70.0,78.0,74.0,46.0,1
23,72,78,1186,1.0,2.0,1.0,74.84,72.0,72.0,66.0,70.0,73.0,72.0,43.0,1
26,76,80,1184,1.0,2.0,1.0,89.81,78.0,73.0,68.0,75.0,79.0,76.0,36.0,1
22,77,87,1183,1.0,2.0,1.0,83.01,80.0,73.0,73.0,74.0,80.0,77.0,52.0,1
26,74,75,1183,1.0,3.0,1.0,88.0,75.0,72.0,66.0,73.0,75.0,74.0,45.0,1
23,67,73,1183,1.0,3.0,1.0,71.21,65.0,70.0,63.0,64.0,65.0,67.0,36.5,1
28,76,76,1182,2.0,3.0,1.0,89.81,75.0,72.0,74.0,76.0,79.0,76.0,45.0,1
22,65,75,1180,1.0,3.0,1.0,74.84,67.0,61.0,65.0,63.0,68.0,65.0,57.5,1
26,64,69,1179,1.0,2.0,1.0,83.91,65.0,61.0,61.0,62.0,64.0,64.0,48.0,1
30,79,79,1178,2.0,2.0,1.0,87.09,79.0,71.0,68.0,79.0,85.0,79.0,40.5,1
25,71,75,1177,1.0,2.0,1.0,81.19,72.0,70.0,68.0,74.0,70.0,71.0,36.5,1
32,75,75,1177,2.0,3.0,1.0,89.81,76.0,74.0,79.0,75.0,71.0,75.0,40.5,1
37,72,82,1170,2.0,3.0,1.0,78.02,75.0,73.0,56.0,73.0,76.0,72.0,52.0,0
26,70,72,1170,1.0,2.0,1.0,79.83,68.0,69.0,70.0,70.0,71.0,70.0,50.0,0
41,65,65,1169,2.0,2.0,1.0,94.8,65.0,63.0,71.0,70.0,61.0,65.0,45.5,1
22,74,81,1169,1.0,3.0,1.0,86.18,76.0,71.0,72.0,70.0,75.0,74.0,46.0,1
19,57,71,1169,1.0,2.0,1.0,84.82,65.0,56.0,55.0,50.0,62.0,58.0,42.0,1
23,66,74,1166,1.0,3.0,1.0,79.83,68.0,65.0,67.0,65.0,65.0,66.0,53.5,1
22,61,70,1166,1.0,2.0,1.0,78.02,60.0,59.0,62.0,58.0,62.0,61.0,45.5,1
32,67,67,1166,1.0,3.0,1.0,84.82,68.0,66.0,64.0,67.0,65.0,67.0,50.5,1
28,67,67,1166,1.0,3.0,1.0,78.93,68.0,66.0,70.0,67.0,67.0,67.0,35.0,1
21,66,71,1164,1.0,3.0,1.0,78.02,65.0,66.0,63.0,63.0,69.0,66.0,62.5,1
23,65,73,1164,1.0,2.0,1.0,78.02,64.0,66.0,60.0,64.0,66.0,65.0,44.5,1
21,70,77,1162,1.0,2.0,1.0,83.01,72.0,67.0,66.0,67.0,73.0,70.0,37.0,0
31,70,70,1162,1.0,2.0,1.0,92.08,70.0,69.0,62.0,71.0,70.0,70.0,41.5,1
23,66,73,1162,1.0,3.0,1.0,79.83,67.0,63.0,69.0,66.0,68.0,66.0,47.0,1
36,81,81,1161,4.0,2.0,1.0,89.81,77.0,82.0,68.0,83.0,79.0,79.0,36.5,0
33,73,73,1159,1.0,3.0,1.0,74.84,72.0,69.0,69.0,73.0,75.0,73.0,45.5,1
33,66,66,1157,1.0,2.0,1.0,86.18,66.0,62.0,66.0,66.0,65.0,66.0,39.0,1
27,78,79,1156,1.0,3.0,1.0,83.91,78.0,73.0,71.0,75.0,80.0,78.0,37.0,1
36,72,72,1155,2.0,4.0,1.0,92.08,69.0,71.0,74.0,73.0,71.0,72.0,33.0,1
22,78,84,1155,1.0,2.0,1.0,78.02,78.0,74.0,73.0,77.0,84.0,78.0,29.0,0
28,81,83,1155,2.0,3.0,1.0,78.02,81.0,78.0,77.0,81.0,83.0,81.0,42.0,0
39,72,72,1155,2.0,3.0,1.0,87.09,73.0,72.0,65.0,75.0,71.0,72.0,31.5,1
24,70,75,1154,1.0,2.0,1.0,76.2,71.0,68.0,72.0,70.0,71.0,70.0,45.5,1
35,70,70,1153,2.0,3.0,1.0,91.17,69.0,70.0,64.0,71.0,69.0,70.0,41.0,1
28,67,67,1151,1.0,1.0,1.0,82.1,67.0,62.0,65.0,64.0,70.0,67.0,43.5,1
33,71,71,1150,2.0,3.0,1.0,86.18,70.0,70.0,69.0,71.0,70.0,71.0,35.0,1
25,69,74,1149,1.0,3.0,1.0,78.93,68.0,68.0,65.0,71.0,69.0,69.0,35.0,1
30,68,68,1148,1.0,3.0,1.0,87.09,70.0,67.0,65.0,65.0,68.0,68.0,53.5,1
26,75,77,1145,1.0,3.0,1.0,88.9,76.0,74.0,68.0,73.0,75.0,75.0,46.5,1
36,73,73,1144,1.0,3.0,1.0,88.9,73.0,73.0,67.0,71.0,74.0,73.0,38.5,1
22,72,82,1143,1.0,2.0,1.0,83.01,72.0,68.0,69.0,71.0,73.0,72.0,45.0,1
26,74,76,1143,1.0,4.0,1.0,87.09,76.0,69.0,71.0,73.0,77.0,74.0,32.0,1
22,75,86,1142,1.0,2.0,1.0,78.02,79.0,69.0,72.0,75.0,80.0,75.0,40.0,1
27,73,76,1140,1.0,3.0,1.0,73.94,72.0,72.0,75.0,73.0,73.0,73.0,32.0,0
25,70,75,1140,1.0,2.0,1.0,77.11,67.0,70.0,64.0,64.0,74.0,70.0,47.0,1
29,70,70,1139,1.0,1.0,1.0,92.99,73.0,64.0,58.0,71.0,72.0,70.0,37.5,1
25,73,78,1138,1.0,3.0,1.0,82.1,78.0,67.0,68.0,69.0,78.0,73.0,48.5,1
32,76,76,1135,1.0,2.0,1.0,82.1,77.0,73.0,74.0,75.0,78.0,76.0,42.5,1
27,65,65,1134,1.0,2.0,1.0,83.01,63.0,63.0,67.0,64.0,64.0,65.0,45.0,0
27,72,72,1134,1.0,1.0,1.0,79.83,73.0,70.0,62.0,69.0,75.0,72.0,48.5,1
28,70,70,1134,1.0,2.0,1.0,83.01,71.0,67.0,53.0,69.0,76.0,70.0,40.0,1
24,66,68,1133,1.0,3.0,1.0,77.11,67.0,68.0,59.0,66.0,69.0,66.0,49.5,1
33,70,70,1133,1.0,2.0,1.0,88.0,72.0,70.0,65.0,68.0,71.0,70.0,51.5,1
21,65,77,1127,1.0,3.0,1.0,84.82,67.0,62.0,58.0,61.0,71.0,65.0,51.5,1
22,63,73,1127,1.0,3.0,1.0,79.83,59.0,64.0,54.0,67.0,62.0,62.0,48.0,1
20,67,79,1126,1.0,3.0,1.0,77.11,66.0,65.0,65.0,65.0,69.0,67.0,47.0,1
30,69,69,1125,1.0,2.0,1.0,87.09,69.0,68.0,62.0,71.0,69.0,69.0,50.0,1
26,75,77,1125,1.0,2.0,1.0,77.11,76.0,72.0,67.0,75.0,76.0,75.0,46.5,1
38,70,70,1125,1.0,2.0,1.0,76.2,70.0,68.0,60.0,70.0,70.0,70.0,43.0,0
21,66,75,1124,1.0,3.0,1.0,79.83,67.0,64.0,65.0,62.0,69.0,66.0,37.0,1
26,67,69,1123,1.0,2.0,1.0,79.83,69.0,65.0,66.0,68.0,69.0,67.0,42.5,1
26,72,77,1122,1.0,2.0,1.0,76.2,72.0,71.0,69.0,70.0,76.0,72.0,28.0,1
35,65,65,1121,1.0,2.0,1.0,88.9,69.0,67.0,66.0,63.0,63.0,65.0,45.0,1
30,74,74,1121,1.0,2.0,1.0,88.9,74.0,75.0,68.0,73.0,76.0,74.0,31.5,1
23,67,72,1120,1.0,2.0,1.0,84.82,69.0,64.0,65.0,64.0,69.0,67.0,46.0,1
29,72,72,1118,1.0,2.0,1.0,84.82,74.0,70.0,58.0,74.0,76.0,72.0,42.0,0
22,65,74,1118,1.0,3.0,1.0,78.02,65.0,61.0,61.0,64.0,66.0,65.0,45.0,1
31,69,69,1117,1.0,5.0,1.0,84.82,71.0,69.0,64.0,67.0,71.0,69.0,43.0,1
31,64,64,1117,1.0,2.0,1.0,84.82,60.0,68.0,67.0,66.0,57.0,63.0,33.0,1
25,67,72,1116,1.0,3.0,1.0,84.82,66.0,65.0,61.0,65.0,69.0,67.0,43.5,1
26,74,76,1116,1.0,2.0,1.0,94.8,77.0,68.0,67.0,73.0,76.0,74.0,41.0,1
34,66,66,1116,1.0,2.0,1.0,84.82,66.0,66.0,64.0,66.0,65.0,66.0,30.0,1
25,67,71,1116,1.0,2.0,1.0,91.17,65.0,67.0,66.0,69.0,68.0,67.0,39.5,1
32,72,72,1115,1.0,3.0,1.0,84.82,74.0,68.0,61.0,73.0,76.0,72.0,39.0,1
23,68,76,1115,1.0,2.0,1.0,84.82,69.0,68.0,64.0,69.0,71.0,68.0,41.5,1
29,71,72,1115,1.0,2.0,1.0,78.02,72.0,67.0,64.0,69.0,75.0,71.0,41.0,1
24,67,73,1112,1.0,2.0,1.0,86.18,68.0,61.0,61.0,66.0,69.0,67.0,45.0,1
35,72,72,1112,1.0,2.0,1.0,77.11,70.0,69.0,68.0,70.0,78.0,72.0,33.0,1
42,73,73,1111,2.0,3.0,1.0,94.8,70.0,73.0,67.0,78.0,69.0,73.0,24.5,1
23,70,77,1109,1.0,1.0,1.0,82.1,68.0,69.0,67.0,68.0,73.0,70.0,41.0,1
27,71,75,1103,1.0,3.0,1.0,82.1,71.0,69.0,73.0,73.0,73.0,71.0,29.0,1
34,67,67,1099,1.0,3.0,1.0,86.18,66.0,65.0,57.0,66.0,67.0,67.0,44.5,0
32,64,64,1097,1.0,3.0,1.0,89.81,64.0,61.0,62.0,64.0,65.0,64.0,32.5,1
26,71,73,1097,1.0,2.0,1.0,84.82,73.0,70.0,62.0,67.0,75.0,71.0,45.0,1
23,70,78,1097,1.0,3.0,1.0,88.0,72.0,70.0,60.0,67.0,68.0,70.0,52.0,1
37,73,73,1096,2.0,3.0,1.0,79.83,75.0,71.0,63.0,74.0,73.0,73.0,37.0,1
36,73,73,1095,2.0,3.0,1.0,83.91,74.0,69.0,62.0,74.0,75.0,73.0,32.0,0
32,70,70,1092,2.0,3.0,1.0,97.07,70.0,66.0,72.0,70.0,71.0,70.0,40.5,1
27,62,64,1090,1.0,3.0,1.0,84.82,65.0,62.0,58.0,59.0,61.0,62.0,45.5,1
27,82,83,1090,1.0,3.0,1.0,81.19,84.0,76.0,68.0,77.0,87.0,82.0,36.0,1
21,67,79,1088,1.0,2.0,1.0,74.84,71.0,64.0,62.0,65.0,69.0,67.0,46.0,0
20,63,75,1088,1.0,2.0,1.0,79.83,61.0,62.0,63.0,60.0,64.0,63.0,43.0,1
20,66,78,1086,1.0,2.0,1.0,82.1,67.0,66.0,64.0,65.0,66.0,66.0,39.5,1
22,60,69,1085,1.0,2.0,1.0,79.83,61.0,56.0,46.0,64.0,61.0,60.0,38.0,1
29,75,75,1085,1.0,2.0,1.0,98.88,78.0,74.0,48.0,76.0,76.0,75.0,34.5,0
27,65,67,1085,1.0,1.0,1.0,88.9,68.0,62.0,59.0,65.0,66.0,65.0,45.0,0
24,66,72,1084,1.0,2.0,1.0,92.99,63.0,66.0,67.0,64.0,68.0,66.0,39.0,1
20,61,74,1083,1.0,1.0,1.0,76.2,64.0,60.0,55.0,56.0,62.0,60.0,46.5,1
20,59,72,1083,1.0,3.0,1.0,84.82,60.0,58.0,60.0,58.0,60.0,59.0,38.5,0
18,61,78,1082,1.0,3.0,1.0,82.1,52.0,58.0,65.0,63.0,65.0,61.0,54.0,1
21,58,70,1081,1.0,2.0,1.0,77.11,58.0,57.0,58.0,54.0,59.0,58.0,45.5,1
25,63,68,1080,1.0,2.0,1.0,83.01,62.0,62.0,56.0,61.0,65.0,63.0,56.5,1
39,68,68,1079,1.0,3.0,1.0,79.83,70.0,67.0,62.0,66.0,69.0,67.0,40.5,1
